,sqft_living,sqft_lot,sqft_above,zipcode,waterfront_view,landscape_view,price,season,season_encode
15251,2250,8580,1330,98011,No,No,468000.0,Summer,2
15252,2070,8473,1250,98033,No,No,775000.0,Summer,2
15253,2370,9360,2370,98052,No,No,684680.0,Summer,2
15254,3570,27699,3570,98052,No,No,910000.0,Winter,3
15255,4830,22257,4830,98039,Yes,No,3640900.0,Autumn,0
15256,1160,22470,1160,98028,No,No,375000.0,Summer,2
15257,1610,6600,1610,98003,No,No,250000.0,Autumn,0
15258,4150,7500,3510,98119,No,No,3065000.0,Winter,3
15259,1840,7575,1390,98034,No,No,442500.0,Autumn,0
15260,4080,217697,4080,98092,No,No,900000.0,Spring,1
15261,1820,4080,1820,98107,No,No,699000.0,Autumn,0
15262,2680,18768,2680,98001,No,No,360000.0,Spring,1
15263,4790,25412,4790,98074,No,No,1675000.0,Autumn,0
15264,2420,21000,2420,98033,No,No,675000.0,Winter,3
15265,1130,8081,1130,98133,No,No,345000.0,Autumn,0
15266,1320,5000,1320,98106,No,No,229000.0,Spring,1
15267,1290,12415,1290,98070,No,No,300000.0,Spring,1
15268,1600,1289,1600,98117,No,No,392500.0,Summer,2
15269,1120,2300,820,98117,No,No,552000.0,Summer,2
15270,2060,7192,1420,98125,No,No,457000.0,Autumn,0
15271,2830,13760,2830,98019,No,No,518000.0,Autumn,0
15272,1210,6634,1210,98031,No,No,237000.0,Summer,2
15273,1560,11997,1260,98065,No,No,399950.0,Spring,1
15274,2260,17114,2260,98155,No,No,605000.0,Spring,1
15275,1850,8198,1850,98031,No,No,295000.0,Summer,2
15276,1930,8040,1380,98034,No,No,513000.0,Spring,1
15278,3230,4290,3230,98033,No,No,765000.0,Winter,3
15279,2450,5376,1550,98117,No,No,696950.0,Autumn,0
15280,1200,5650,1200,98178,No,No,329000.0,Winter,3
15281,2360,8093,2360,98092,No,No,339999.0,Winter,3
15282,1060,9506,1060,98125,No,No,364500.0,Summer,2
15283,2220,6000,1420,98199,No,No,607500.0,Spring,1
15284,880,6664,880,98033,No,No,550000.0,Spring,1
15285,2510,9750,1630,98028,No,No,479900.0,Spring,1
15286,2530,1774,2100,98119,No,No,1120280.0,Winter,3
15287,700,10540,700,98166,No,No,192000.0,Spring,1
15288,1500,5200,1060,98042,No,No,250000.0,Spring,1
15289,1130,9879,1130,98053,No,No,340000.0,Summer,2
15290,1420,6060,830,98146,No,No,340000.0,Autumn,0
15291,2210,22040,1510,98004,No,No,635250.0,Autumn,0
15292,1170,5043,880,98108,No,No,324800.0,Spring,1
15293,780,16344,780,98168,No,No,78000.0,Spring,1
15294,1770,12875,1770,98028,No,No,400000.0,Spring,1
15295,1070,4505,1070,98136,No,No,640500.0,Spring,1
15296,1930,10929,1260,98155,No,No,570000.0,Spring,1
15297,1940,2885,1940,98119,No,No,1330000.0,Summer,2
15298,1440,7350,1040,98058,No,No,330490.0,Spring,1
15300,1740,5267,1740,98038,No,No,335000.0,Spring,1
15301,2210,13500,1460,98188,No,No,314000.0,Autumn,0
15302,2190,3622,1990,98115,No,No,625000.0,Autumn,0
15303,2590,7720,2590,98007,No,No,809000.0,Summer,2
15304,2790,19485,2790,98059,No,No,535000.0,Summer,2
15305,2180,9178,1140,98188,No,No,275000.0,Summer,2
15306,2580,11900,1620,98058,No,No,358000.0,Spring,1
15307,2820,8100,1720,98168,No,No,297975.0,Spring,1
15308,1300,22239,1300,98059,No,No,492000.0,Spring,1
15309,720,8040,720,98166,No,No,210000.0,Summer,2
15310,2260,4550,1380,98126,No,No,622500.0,Summer,2
15311,1550,1092,1390,98102,No,No,550000.0,Autumn,0
15312,1390,7700,1390,98058,No,No,190000.0,Winter,3
15313,2380,9362,2380,98023,No,No,340000.0,Summer,2
15314,2640,5964,2640,98052,No,No,678000.0,Summer,2
15315,2260,11970,1250,98031,No,No,275000.0,Spring,1
15316,1720,6720,1270,98122,No,No,493000.0,Autumn,0
15317,1070,14000,1070,98178,No,No,147000.0,Winter,3
15318,2000,7225,2000,98030,No,No,334000.0,Winter,3
15319,2800,10786,1420,98008,No,No,605000.0,Summer,2
15320,1450,61419,1450,98092,No,No,365000.0,Spring,1
15321,1620,10610,1620,98059,No,No,345000.0,Autumn,0
15322,2710,23292,2080,98177,No,No,999000.0,Autumn,0
15323,1520,4220,840,98117,No,No,470000.0,Spring,1
15324,2730,22572,2080,98075,No,No,599000.0,Summer,2
15325,1740,10378,1740,98042,No,No,255000.0,Autumn,0
15326,1800,28650,1800,98031,No,No,295000.0,Winter,3
15327,4150,16197,4150,98003,No,No,550000.0,Summer,2
15328,3270,4080,2180,98115,No,No,1305000.0,Summer,2
15329,1070,6000,1070,98178,No,No,225000.0,Spring,1
15330,1960,8277,1320,98198,Yes,No,520000.0,Winter,3
15331,1600,1882,1360,98133,No,No,345000.0,Summer,2
15332,1650,7775,1150,98133,No,No,475000.0,Spring,1
15333,2170,8610,1230,98008,No,No,497500.0,Autumn,0
15334,3730,383328,2230,98038,No,No,649500.0,Autumn,0
15335,3280,6845,3280,98052,No,No,734500.0,Summer,2
15336,870,8040,870,98177,No,No,276000.0,Winter,3
15337,900,28800,900,98065,No,No,235000.0,Summer,2
15338,1400,10800,1400,98011,No,No,325000.0,Summer,2
15339,1680,9545,1080,98028,No,No,425000.0,Spring,1
15340,2390,23972,1720,98023,No,No,307000.0,Spring,1
15341,2300,5500,2000,98144,No,No,635000.0,Spring,1
15342,1340,7473,1340,98002,No,No,223000.0,Spring,1
15343,2600,10874,2600,98042,No,No,425000.0,Spring,1
15344,1640,7730,1220,98038,No,No,190000.0,Spring,1
15345,1960,6177,1960,98023,No,No,275000.0,Autumn,0
15346,1480,1961,1480,98029,No,No,450000.0,Summer,2
15347,5010,34460,5010,98006,No,No,1468000.0,Spring,1
15348,1540,5000,1540,98105,No,No,550000.0,Winter,3
15349,4030,10240,3310,98177,No,No,835000.0,Winter,3
15350,3020,13783,3020,98040,No,No,900000.0,Summer,2
15351,1590,9375,910,98055,No,No,290000.0,Autumn,0
15352,2910,9131,2910,98033,No,No,1035000.0,Summer,2
15353,3020,15164,1730,98004,No,No,780000.0,Winter,3
15354,2290,11200,2290,98052,No,No,572500.0,Winter,3
15355,2180,9220,1090,98001,No,No,389000.0,Spring,1
15356,2740,10086,1440,98168,No,No,350000.0,Summer,2
15357,2740,33158,2740,98042,No,No,476000.0,Summer,2
15358,2330,3600,1870,98112,No,No,1046250.0,Autumn,0
15359,2300,7200,1550,98003,No,No,287000.0,Winter,3
15360,1550,6596,1550,98107,No,No,707500.0,Autumn,0
15361,1750,11381,1610,98155,No,No,464500.0,Summer,2
15362,2180,5000,1090,98116,No,No,720000.0,Winter,3
15363,1610,8544,1610,98038,No,No,319000.0,Winter,3
15364,1570,9136,1570,98133,No,No,330000.0,Autumn,0
15366,1140,9628,1140,98023,No,No,195000.0,Autumn,0
15367,2480,6383,1380,98119,No,No,650000.0,Winter,3
15368,1690,8190,1690,98005,No,No,530000.0,Spring,1
15369,2910,8027,1800,98117,No,No,825000.0,Spring,1
15370,1600,15044,1600,98034,No,No,436000.0,Summer,2
15371,1010,14244,1010,98136,Yes,No,658000.0,Winter,3
15372,1850,9570,950,98115,No,No,547500.0,Summer,2
15373,2150,2527,1400,98103,No,No,762000.0,Winter,3
15374,2650,7378,1460,98155,No,No,340000.0,Winter,3
15375,2510,5800,1830,98199,No,No,880000.0,Autumn,0
15376,3240,3600,2060,98109,No,No,1220000.0,Spring,1
15377,3440,14554,2170,98155,Yes,No,1950000.0,Spring,1
15378,1150,6249,1150,98155,No,No,382500.0,Autumn,0
15379,1890,9535,1210,98055,No,No,344500.0,Winter,3
15380,1430,7403,1030,98106,No,No,375000.0,Spring,1
15381,370,1801,370,98117,No,No,276000.0,Summer,2
15382,3130,12087,2180,98027,No,No,500000.0,Summer,2
15383,2105,6093,2105,98042,No,No,330000.0,Summer,2
15384,890,5965,890,98155,No,No,328000.0,Summer,2
15385,1340,7200,1340,98034,No,No,450000.0,Winter,3
15386,2290,12174,1490,98178,Yes,No,840500.0,Summer,2
15387,2770,9350,2770,98056,No,No,679000.0,Summer,2
15388,1890,9450,1090,98146,No,No,270000.0,Summer,2
15389,3160,8065,3160,98027,No,No,757500.0,Winter,3
15390,1830,2856,1830,98029,No,No,524950.0,Autumn,0
15391,2950,49658,2950,98010,No,No,424900.0,Summer,2
15392,1430,8640,1430,98006,No,No,551100.0,Winter,3
15393,1420,12655,1420,98056,No,No,421000.0,Autumn,0
15394,2460,7560,2460,98177,No,No,635000.0,Summer,2
15395,1340,6120,1340,98108,No,No,255000.0,Winter,3
15396,1530,7920,1030,98166,No,No,419950.0,Spring,1
15397,2650,12870,2650,98022,No,No,325000.0,Winter,3
15398,1677,3600,1677,98092,No,No,281000.0,Spring,1
15399,2050,11856,1460,98006,No,No,655275.0,Summer,2
15400,2520,3959,1270,98105,No,No,861000.0,Summer,2
15401,2620,11148,2060,98008,No,No,850000.0,Autumn,0
15402,1650,6675,1290,98023,No,No,246000.0,Autumn,0
15403,700,4836,700,98125,No,No,380000.0,Winter,3
15404,3430,7508,3430,98052,No,No,813000.0,Autumn,0
15405,3140,11049,3140,98004,No,No,990000.0,Autumn,0
15406,2350,3750,1740,98117,No,No,650000.0,Autumn,0
15407,1990,6180,1990,98023,No,No,273000.0,Spring,1
15408,2050,14724,2050,98019,No,No,398000.0,Summer,2
15409,930,8665,930,98168,No,No,200000.0,Summer,2
15410,1230,12305,1230,98004,No,No,839000.0,Spring,1
15411,1870,9135,1250,98074,No,No,502000.0,Autumn,0
15412,2110,7665,1360,98023,No,No,305000.0,Summer,2
15413,3160,10000,3160,98027,No,No,574950.0,Summer,2
15414,1120,8631,1120,98125,No,No,311000.0,Summer,2
15415,2750,6203,1620,98074,Yes,No,1650000.0,Autumn,0
15416,1230,9568,1230,98056,No,No,387000.0,Spring,1
15417,1190,20672,1190,98166,No,No,375000.0,Summer,2
15418,740,3434,740,98022,No,No,175000.0,Autumn,0
15419,1770,5855,1770,98038,No,No,248000.0,Summer,2
15420,1720,7803,1350,98146,No,No,336750.0,Spring,1
15421,2770,45514,2770,98077,No,No,685000.0,Summer,2
15422,2330,3917,2330,98029,No,No,645000.0,Summer,2
15423,1660,7388,1660,98038,No,No,279000.0,Winter,3
15424,1730,1037,1730,98118,No,No,479000.0,Spring,1
15425,1880,7279,1280,98155,No,No,466000.0,Winter,3
15426,2190,6740,2190,98038,No,No,361500.0,Spring,1
15427,1720,7202,1720,98056,No,No,404000.0,Winter,3
15428,2360,8344,2360,98058,No,No,319000.0,Spring,1
15429,1490,10132,1490,98059,No,No,320000.0,Spring,1
15430,3490,5625,2610,98103,No,No,1311000.0,Autumn,0
15431,2370,8900,1670,98006,No,No,1000000.0,Autumn,0
15432,2290,9120,2290,98006,No,No,660000.0,Autumn,0
15433,1790,3600,1790,98122,No,No,546000.0,Spring,1
15434,1820,5015,1190,98108,No,No,300000.0,Summer,2
15435,1760,12000,1760,98052,No,No,500000.0,Autumn,0
15436,2430,5556,2430,98042,No,No,381500.0,Autumn,0
15437,2630,12899,2630,98040,No,No,990000.0,Spring,1
15438,2390,4639,2390,98038,No,No,278226.0,Winter,3
15439,1500,4158,1220,98103,No,No,340000.0,Winter,3
15440,2510,12000,1520,98023,No,No,305000.0,Summer,2
15441,2420,10285,1700,98146,No,No,760000.0,Summer,2
15442,2170,9948,2170,98148,No,No,195000.0,Autumn,0
15443,1960,6138,1260,98115,No,No,564000.0,Spring,1
15444,2280,8550,1660,98034,No,No,539500.0,Winter,3
15445,1580,10230,790,98178,No,No,299980.0,Autumn,0
15446,1850,5674,1850,98042,No,No,290000.0,Autumn,0
15447,770,11084,770,98155,No,No,257000.0,Winter,3
15448,2120,5520,1420,98125,No,No,518500.0,Summer,2
15449,3060,35380,1810,98074,No,No,657000.0,Autumn,0
15450,2680,41250,2680,98045,No,No,590000.0,Summer,2
15451,2220,6350,1110,98125,No,No,526000.0,Summer,2
15452,1150,11250,1150,98178,No,No,254500.0,Spring,1
15453,980,3663,980,98105,No,No,575000.0,Spring,1
15454,1690,10500,1690,98033,No,No,464550.0,Winter,3
15455,1320,6030,1320,98052,No,No,409950.0,Summer,2
15456,910,22000,910,98001,No,No,100000.0,Spring,1
15457,820,1270,820,98144,No,No,365000.0,Spring,1
15458,1300,7420,1300,98002,No,No,208000.0,Winter,3
15459,1950,3000,1550,98118,No,No,497950.0,Autumn,0
15460,3672,9742,3006,98092,No,No,405000.0,Autumn,0
15461,2740,22499,2740,98058,No,No,568000.0,Spring,1
15462,890,6000,890,98118,No,No,334000.0,Spring,1
15463,1090,8400,1090,98168,No,No,235000.0,Winter,3
15464,1170,10621,1170,98045,No,No,295000.0,Summer,2
15465,2600,29539,2600,98028,No,No,610000.0,Winter,3
15466,2000,6032,1300,98146,No,No,453500.0,Summer,2
15467,3520,3944,2200,98109,No,No,1220000.0,Summer,2
15469,1410,7000,1410,98055,No,No,335000.0,Spring,1
15470,1950,7620,1010,98166,No,No,275000.0,Autumn,0
15471,980,2130,860,98117,No,No,400000.0,Spring,1
15472,3390,7000,1740,98116,No,No,915000.0,Summer,2
15473,2270,9247,1500,98006,No,No,619850.0,Summer,2
15474,1510,8800,1010,98003,No,No,225900.0,Winter,3
15475,960,7200,960,98199,No,No,525000.0,Autumn,0
15476,1900,9600,1900,98031,No,No,215000.0,Winter,3
15477,2580,13096,2580,98052,No,No,802000.0,Spring,1
15478,2340,11784,2340,98042,No,No,330000.0,Summer,2
15479,1580,11680,1580,98005,No,No,549800.0,Summer,2
15480,1230,8636,1230,98002,No,No,195500.0,Autumn,0
15481,1590,7819,1590,98055,No,No,338000.0,Summer,2
15482,7000,28206,3500,98075,Yes,No,3200000.0,Summer,2
15483,1770,7000,1770,98034,No,No,480000.0,Summer,2
15484,1850,8310,1200,98155,No,No,383000.0,Spring,1
15485,1430,7210,1430,98031,No,No,257000.0,Spring,1
15486,2190,9209,2190,98092,No,No,335000.0,Winter,3
15487,2310,6650,2310,98166,No,No,422000.0,Spring,1
15488,2000,10182,1400,98033,No,No,560000.0,Summer,2
15489,3620,35429,3620,98058,No,No,680000.0,Spring,1
15490,1210,7040,1210,98155,No,No,320000.0,Autumn,0
15491,2330,15536,2330,98074,No,No,665000.0,Autumn,0
15492,2840,6854,2840,98075,No,No,751000.0,Spring,1
15493,2410,10763,1310,98188,No,No,320000.0,Autumn,0
15494,1820,22043,1820,98155,No,No,290000.0,Winter,3
15495,1470,7412,1470,98198,No,No,250000.0,Autumn,0
15496,1100,10005,1100,98056,No,No,423000.0,Spring,1
15497,2050,8094,1050,98052,No,No,601002.0,Spring,1
15498,1240,1892,1240,98144,No,No,352900.0,Winter,3
15499,2210,70567,2210,98014,No,No,509950.0,Summer,2
15500,1340,1050,1340,98133,No,No,360000.0,Winter,3
15501,2580,8100,1780,98040,No,Yes,1075000.0,Autumn,0
15502,2390,6441,2390,98038,No,No,349950.0,Summer,2
15503,2250,6840,2250,98058,No,No,395000.0,Autumn,0
15504,2000,15265,1540,98032,No,No,273500.0,Winter,3
15505,1870,6000,1670,98199,No,No,700000.0,Spring,1
15506,2370,10968,2370,98033,No,No,699000.0,Spring,1
15507,2640,8800,1620,98072,No,No,537000.0,Spring,1
15508,1240,9975,1240,98024,No,No,405000.0,Spring,1
15509,800,1200,800,98103,No,No,269500.0,Summer,2
15510,2050,12500,1300,98198,No,No,260000.0,Autumn,0
15511,1650,10000,1650,98198,No,No,266750.0,Autumn,0
15512,4320,39094,4320,98155,Yes,No,1800000.0,Winter,3
15513,2130,5920,1830,98115,No,No,779000.0,Summer,2
15514,2840,48716,1870,98014,No,No,500000.0,Summer,2
15515,3080,32997,3080,98168,No,No,365000.0,Spring,1
15516,1560,5000,1560,98117,No,Yes,724000.0,Autumn,0
15517,3220,15467,3220,98077,No,No,890000.0,Summer,2
15518,1450,3600,1250,98144,No,No,431000.0,Summer,2
15519,960,21850,960,98032,No,No,242000.0,Summer,2
15520,2670,8279,2670,98148,No,No,415000.0,Spring,1
15521,2310,5000,2310,98117,No,No,727160.0,Summer,2
15522,3520,19354,2010,98006,No,No,1110000.0,Winter,3
15523,1090,3272,1090,98198,No,No,265000.0,Winter,3
15524,2000,5680,1080,98117,No,No,519000.0,Winter,3
15525,1840,9009,1840,98198,No,No,262000.0,Winter,3
15526,3160,13194,3160,98040,No,No,1190000.0,Summer,2
15527,1520,6559,1170,98038,No,No,295000.0,Spring,1
15528,2110,56192,1480,98072,No,No,615000.0,Winter,3
15529,3410,7750,1710,98116,No,No,1100000.0,Autumn,0
15530,2630,6247,2630,98029,No,No,575000.0,Autumn,0
15531,1350,2325,1350,98103,No,No,388000.0,Spring,1
15532,2860,9159,1530,98033,No,No,750500.0,Autumn,0
15533,2310,78844,1760,98027,No,No,527500.0,Spring,1
15534,2590,108900,1980,98038,No,No,503000.0,Spring,1
15535,3500,4000,2560,98112,No,No,1047000.0,Autumn,0
15536,800,7260,800,98126,No,No,325000.0,Summer,2
15537,1580,6127,1580,98125,No,No,402000.0,Summer,2
15538,1560,6774,1060,98133,No,No,370000.0,Autumn,0
15539,1750,7800,1150,98166,No,No,329950.0,Summer,2
15540,600,6120,600,98168,No,No,135000.0,Spring,1
15541,1630,7626,1110,98125,No,No,482500.0,Summer,2
15542,1260,7248,1260,98188,No,No,259000.0,Autumn,0
15543,2140,9775,1470,98023,No,No,210000.0,Autumn,0
15544,2790,6600,2790,98058,No,No,459000.0,Autumn,0
15545,2530,35150,1800,98042,No,No,375000.0,Summer,2
15546,1330,7200,900,98146,No,No,295000.0,Autumn,0
15547,2700,6120,1350,98115,No,No,910000.0,Spring,1
15548,1740,37238,1740,98024,No,No,470000.0,Autumn,0
15549,2070,7980,2070,98146,No,No,565000.0,Winter,3
15550,2670,9040,2170,98148,No,No,339950.0,Autumn,0
15551,2200,103237,1160,98072,No,No,547000.0,Winter,3
15552,810,8382,810,98146,No,No,125000.0,Autumn,0
15553,3970,9778,3390,98119,No,No,2300000.0,Summer,2
15554,2370,7500,1620,98198,No,No,348000.0,Spring,1
15555,1460,11880,1460,98030,No,No,175000.0,Spring,1
15556,1770,2875,1770,98116,No,No,439950.0,Spring,1
15557,1120,32250,1120,98070,No,No,230000.0,Spring,1
15558,1520,2550,1520,98108,No,No,207000.0,Autumn,0
15559,3020,21441,1510,98042,No,No,320000.0,Summer,2
15560,5600,107157,3440,98072,No,No,1089000.0,Spring,1
15561,1320,14250,1320,98033,No,No,510000.0,Summer,2
15562,1870,4992,1670,98199,No,No,730000.0,Autumn,0
15563,2460,7630,1940,98177,No,No,750000.0,Summer,2
15564,960,7400,960,98198,No,No,237000.0,Spring,1
15565,3440,103672,3440,98038,No,No,560000.0,Autumn,0
15566,3010,12432,1890,98052,No,No,745000.0,Summer,2
15567,6030,39317,4440,98004,No,No,1825000.0,Summer,2
15569,1990,6350,1990,98198,No,No,309950.0,Autumn,0
15570,1710,6050,1410,98118,No,No,715000.0,Spring,1
15571,1890,4300,1350,98103,No,No,620000.0,Spring,1
15572,1990,9995,1990,98198,No,No,330000.0,Winter,3
15573,1600,7400,1210,98125,No,No,525000.0,Spring,1
15574,3820,53173,2040,98027,No,No,611000.0,Summer,2
15575,2210,8465,1490,98092,No,No,294000.0,Summer,2
15576,2020,11095,1480,98034,No,No,463000.0,Spring,1
15577,1770,7251,1770,98031,No,No,320900.0,Summer,2
15578,2050,4502,2050,98059,No,No,369950.0,Autumn,0
15579,3130,139392,3130,98030,No,No,565000.0,Summer,2
15580,3520,4933,2270,98108,No,No,589500.0,Spring,1
15581,1810,9750,1810,98155,No,No,400000.0,Summer,2
15582,2150,9900,1450,98052,No,No,458000.0,Autumn,0
15583,2495,5751,2495,98019,No,No,436000.0,Winter,3
15584,1290,6150,1290,98118,No,Yes,310000.0,Autumn,0
15585,3004,5700,3004,98030,No,No,398000.0,Autumn,0
15586,2070,7200,1390,98033,No,No,625000.0,Summer,2
15587,4050,35600,4050,98006,No,No,1005000.0,Winter,3
15588,960,6250,740,98126,No,No,435000.0,Spring,1
15589,1900,9990,1300,98003,No,No,250000.0,Spring,1
15590,1450,7316,1450,98133,No,No,430000.0,Spring,1
15591,2720,3000,2250,98136,No,No,790000.0,Summer,2
15592,4830,18707,3930,98040,No,Yes,1681000.0,Summer,2
15593,1920,7102,1130,98106,No,No,250000.0,Spring,1
15594,2540,6660,2340,98136,No,No,1120000.0,Summer,2
15595,1600,8040,1050,98133,No,No,383900.0,Spring,1
15596,2210,5929,2210,98042,No,No,330000.0,Spring,1
15597,2510,47044,1910,98072,No,No,624000.0,Autumn,0
15598,2280,5750,1140,98116,No,No,383000.0,Winter,3
15599,4400,186846,4400,98022,No,No,687000.0,Summer,2
15600,3160,8876,2460,98056,No,No,558000.0,Spring,1
15601,1380,3500,1380,98118,No,No,275000.0,Autumn,0
15602,3320,10500,2020,98033,No,No,687500.0,Summer,2
15603,1870,6821,1870,98023,No,No,275000.0,Summer,2
15604,3030,11550,3030,98146,No,No,700000.0,Winter,3
15605,1210,7507,1210,98034,No,No,342500.0,Summer,2
15606,2740,45732,2740,98077,No,No,483500.0,Spring,1
15608,1350,7370,1350,98118,No,No,300000.0,Spring,1
15609,1470,1691,1000,98115,No,No,540000.0,Spring,1
15610,1270,8991,1270,98042,No,No,140000.0,Winter,3
15611,1680,19405,1560,98055,No,No,275000.0,Spring,1
15612,2120,7650,2120,98056,No,No,370000.0,Summer,2
15613,1040,9100,1040,98133,No,No,227000.0,Spring,1
15614,1730,8706,1010,98058,No,No,312000.0,Winter,3
15615,1410,5650,1410,98118,No,No,260000.0,Autumn,0
15616,1370,1911,1370,98109,No,No,797000.0,Summer,2
15617,2840,228690,2720,98019,No,No,640000.0,Autumn,0
15618,3280,35160,2080,98053,No,No,605000.0,Winter,3
15619,2070,7995,1350,98031,No,No,329950.0,Spring,1
15620,960,87991,960,98014,No,No,180000.0,Winter,3
15621,1470,7518,1160,98003,No,No,220000.0,Summer,2
15622,2430,4748,1630,98116,No,No,723000.0,Summer,2
15623,1430,8412,1070,98125,No,No,375000.0,Winter,3
15624,1760,9277,1760,98146,No,No,388000.0,Winter,3
15625,1730,7375,1730,98178,No,No,249950.0,Autumn,0
15626,2290,7900,1190,98133,No,No,390000.0,Autumn,0
15627,1690,11739,1690,98040,No,No,705000.0,Autumn,0
15628,3220,7875,3220,98008,No,No,590000.0,Summer,2
15629,2130,11097,1370,98166,No,No,292000.0,Autumn,0
15630,2100,213008,2100,98092,No,No,506000.0,Summer,2
15631,2770,8642,2770,98007,No,No,907500.0,Summer,2
15632,4040,18916,4040,98039,No,No,2271150.0,Summer,2
15633,2500,5100,1420,98108,No,No,319500.0,Autumn,0
15634,1580,5292,980,98118,No,No,265000.0,Winter,3
15635,1130,10650,1130,98188,No,No,237000.0,Summer,2
15636,1500,9282,1500,98168,No,No,235000.0,Autumn,0
15637,2230,6000,1810,98199,No,No,740000.0,Spring,1
15638,1550,4980,1080,98133,No,No,359000.0,Summer,2
15639,2230,5500,2230,98038,No,No,334950.0,Winter,3
15640,790,8100,790,98125,No,No,259950.0,Autumn,0
15641,2230,4541,2230,98042,No,No,253000.0,Spring,1
15642,1710,4140,1710,98029,No,No,561000.0,Summer,2
15643,1260,5100,1260,98115,No,No,455000.0,Spring,1
15644,2420,18470,920,98005,No,No,675000.0,Spring,1
15645,1090,8160,1090,98058,No,No,267000.0,Summer,2
15646,2689,5724,2689,98030,No,No,368000.0,Autumn,0
15647,1620,3000,1620,98103,No,No,599995.0,Autumn,0
15648,940,10500,940,98034,No,No,342500.0,Autumn,0
15649,1940,13370,1940,98023,No,No,252000.0,Autumn,0
15650,1590,11200,1590,98092,No,No,247200.0,Summer,2
15651,3020,4082,2080,98199,No,No,910000.0,Spring,1
15652,1870,16549,1870,98072,No,No,419950.0,Winter,3
15653,880,8976,880,98023,No,No,160000.0,Winter,3
15654,3030,5494,3030,98052,No,No,799950.0,Autumn,0
15655,2140,11266,2140,98019,No,No,400000.0,Summer,2
15657,2050,10200,1430,98198,No,No,475000.0,Spring,1
15658,2090,3821,2090,98038,No,No,355900.0,Spring,1
15659,2520,26943,1760,98028,No,No,420000.0,Winter,3
15660,2630,8580,1700,98005,No,No,710000.0,Summer,2
15661,2560,15000,1880,98075,No,No,518000.0,Spring,1
15662,1200,5404,1200,98117,No,No,375000.0,Autumn,0
15663,1010,7755,1010,98148,No,No,185000.0,Autumn,0
15664,1520,3425,1520,98052,No,No,402000.0,Summer,2
15665,2170,153767,2170,98042,No,No,585000.0,Summer,2
15666,1980,4500,1980,98107,No,No,500000.0,Winter,3
15667,3070,7207,2670,98112,No,No,1715000.0,Winter,3
15668,5170,7197,3520,98155,Yes,No,1680000.0,Autumn,0
15669,1140,690,760,98112,No,No,570000.0,Winter,3
15670,2530,4800,1390,98112,No,No,680000.0,Summer,2
15671,1690,14615,1690,98045,No,No,345000.0,Winter,3
15672,2150,3600,2150,98038,No,No,355000.0,Spring,1
15673,1180,7700,1180,98007,No,No,390000.0,Autumn,0
15674,1400,9690,1400,98023,No,No,128000.0,Spring,1
15675,1300,4800,1300,98136,No,Yes,448500.0,Summer,2
15676,1590,9636,1590,98155,No,No,346000.0,Autumn,0
15677,1990,5600,1330,98199,No,Yes,779000.0,Autumn,0
15678,1510,9720,1510,98028,No,No,335000.0,Winter,3
15679,2910,1880,1830,98122,No,No,1850000.0,Autumn,0
15680,2850,21780,2850,98053,No,No,799990.0,Winter,3
15681,2830,56628,2830,98011,No,No,1075000.0,Autumn,0
15682,1110,1189,1110,98107,No,No,371000.0,Summer,2
15683,1900,9775,1900,98033,No,No,620000.0,Autumn,0
15684,2290,10290,1340,98146,No,No,343000.0,Spring,1
15685,1010,14948,1010,98059,No,No,265000.0,Autumn,0
15686,4670,15857,4670,98074,No,No,1000000.0,Summer,2
15687,3400,38400,1870,98177,No,No,825000.0,Autumn,0
15688,4070,10976,4070,98075,No,No,889000.0,Spring,1
15689,1630,10962,1100,98030,No,No,305000.0,Spring,1
15690,1700,6635,1700,98052,No,No,407000.0,Autumn,0
15691,2070,12000,1340,98008,No,No,613000.0,Summer,2
15692,4660,21164,4660,98166,Yes,No,1637500.0,Winter,3
15693,2050,6000,1550,98103,No,No,645000.0,Winter,3
15694,4680,9700,3360,98006,No,No,1160000.0,Summer,2
15695,2320,38186,2320,98053,No,No,610000.0,Autumn,0
15696,3800,13071,2730,98023,No,No,450000.0,Spring,1
15697,720,7598,720,98106,No,No,300000.0,Summer,2
15698,4400,18500,2250,98028,No,No,1120000.0,Summer,2
15699,2260,74297,2260,98022,No,No,418200.0,Winter,3
15700,1650,2802,1650,98055,No,No,250000.0,Summer,2
15701,2560,43608,2560,98077,No,No,619000.0,Summer,2
15702,3720,15048,3720,98059,No,No,500000.0,Summer,2
15703,2590,16437,2590,98038,No,No,465000.0,Autumn,0
15704,1750,68841,1750,98058,No,No,322000.0,Winter,3
15705,1620,7320,1620,98038,No,No,276900.0,Winter,3
15706,1700,12615,1300,98033,No,No,660000.0,Spring,1
15707,2450,28185,2450,98058,No,No,480000.0,Autumn,0
15708,1610,10796,1070,98004,No,No,925000.0,Spring,1
15709,3730,35900,2960,98008,No,No,825000.0,Summer,2
15710,1210,7440,780,98155,No,No,326000.0,Spring,1
15711,1300,9880,1300,98003,No,No,205000.0,Spring,1
15712,850,54000,850,98023,No,No,150000.0,Summer,2
15713,1770,3205,1770,98052,No,No,593567.0,Spring,1
15714,2060,11231,2060,98072,No,No,440000.0,Summer,2
15715,3090,13316,3090,98075,No,No,751000.0,Summer,2
15716,1050,6500,1050,98055,No,No,295000.0,Autumn,0
15717,1300,2250,1300,98103,No,No,422500.0,Autumn,0
15718,1160,8800,1160,98008,No,No,480000.0,Winter,3
