,bedrooms,bathrooms,sqft_living,floors,yr_built,zipcode,waterfront_view,landscape_view,condition_evaluation,grade_evaluation,renovated,price/sqft
20308,2,2,1310,3,2007,98103,No,No,Regular,Regular,No,400.76
20309,4,3,3600,2,2014,98075,No,No,Regular,Good,No,241.81
20310,4,2,2154,2,2012,98058,No,No,Regular,Good,No,181.06
20311,3,1,1530,3,2015,98144,No,No,Regular,Regular,No,326.8
20312,3,2,1360,2,2006,98117,No,No,Regular,Regular,No,294.08
20313,3,2,1320,2,2005,98118,No,No,Regular,Regular,No,231.06
20314,4,2,1660,2,2009,98001,No,No,Regular,Regular,No,153.61
20315,4,2,2891,2,2014,98001,No,No,Regular,Good,No,143.55
20316,3,2,2340,2,2012,98027,No,No,Regular,Good,No,306.2
20317,3,2,2320,3,2009,98177,No,No,Regular,Regular,No,183.19
20318,4,2,2190,2,2010,98011,No,No,Regular,Regular,No,246.58
20319,3,2,2060,2,2014,98038,No,No,Regular,Regular,No,157.64
20320,3,2,1740,2,2010,98053,No,No,Regular,Regular,No,221.26
20321,3,2,1400,2,2012,98042,No,No,Regular,Regular,No,192.86
20322,5,4,4410,2,2006,98052,No,No,Regular,Good,No,281.18
20323,3,2,1780,2,2008,98103,No,No,Regular,Regular,No,377.53
20324,3,2,1760,2,2010,98038,No,No,Regular,Regular,No,176.14
20325,3,3,4410,2,2014,98056,Yes,No,Regular,Good,No,680.27
20326,6,4,5550,2,2014,98033,No,No,Regular,Good,No,423.42
20327,3,2,2432,2,2005,98001,No,No,Regular,Good,No,175.58
20328,3,2,2283,2,2008,98031,No,No,Regular,Regular,No,170.81
20329,3,2,1860,2,2012,98019,No,No,Regular,Regular,No,166.46
20330,4,2,2701,2,2014,98092,No,No,Regular,Good,No,148.05
20331,4,2,2930,2,2014,98030,No,No,Regular,Good,No,151.03
20332,3,2,1540,3,2010,98103,No,No,Regular,Regular,No,243.51
20333,3,2,2242,2,2014,98092,No,No,Regular,Regular,No,138.17
20334,3,2,1950,2,2007,98065,No,No,Regular,Regular,No,217.95
20335,2,3,1160,2,2007,98144,No,No,Regular,Regular,No,349.14
20336,3,2,2060,2,2014,98092,No,No,Regular,Good,No,172.94
20337,3,2,1230,3,2013,98199,No,No,Regular,Regular,No,447.15
20338,2,1,1160,2,2001,98144,No,No,Regular,Regular,No,293.1
20339,4,2,2245,2,2014,98038,No,No,Regular,Regular,No,161.63
20340,4,3,4120,2,2014,98034,No,Yes,Regular,Good,No,330.1
20341,4,2,3400,2,2007,98052,No,No,Regular,Good,No,244.12
20342,5,3,4270,2,2014,98033,No,No,Regular,Good,No,374.24
20343,4,3,2890,2,2014,98075,No,No,Regular,Good,No,295.85
20344,5,3,3220,2,2008,98033,No,No,Regular,Good,No,374.22
20345,4,3,4010,2,2006,98027,No,Yes,Regular,Good,No,345.39
20346,4,3,2260,2,2013,98188,No,No,Regular,Regular,No,177.08
20347,2,1,1140,1,2007,98126,No,No,Regular,Regular,No,206.14
20348,3,2,1640,1,2009,98038,No,No,Regular,Regular,No,213.38
20349,4,2,3510,2,2014,98059,No,No,Regular,Good,No,188.02
20350,3,2,3010,2,2011,98075,No,No,Regular,Good,No,260.8
20351,2,2,1060,2,2006,98199,No,No,Regular,Regular,No,448.11
20352,3,2,1658,2,2014,98198,No,No,Regular,Regular,No,159.17
20353,3,2,1960,2,2012,98038,No,No,Regular,Regular,No,174.49
20354,3,2,2420,2,2014,98038,No,No,Regular,Regular,No,152.02
20355,3,3,3420,1,2014,98059,No,No,Regular,Good,No,192.12
20356,2,1,893,2,2007,98122,No,No,Regular,Regular,No,403.08
20357,4,2,3020,2,2014,98033,No,No,Regular,Good,No,291.37
20358,4,2,2470,2,2013,98028,No,No,Regular,Regular,No,222.67
20359,4,2,2009,2,2012,98092,No,No,Regular,Regular,No,138.88
20360,3,2,1530,2,2005,98028,No,No,Regular,Regular,No,166.67
20361,3,1,1590,3,2014,98107,No,No,Regular,Regular,No,383.33
20362,5,3,2630,2,2013,98056,No,No,Regular,Regular,No,159.7
20363,4,2,3230,2,2008,98059,No,No,Regular,Good,No,176.47
20364,3,2,1430,2,2012,98108,No,No,Regular,Regular,No,306.99
20365,3,2,2242,2,2012,98092,No,No,Regular,Regular,No,138.27
20366,4,2,2500,2,2014,98144,No,No,Regular,Regular,No,254.0
20367,3,2,1230,2,2009,98199,No,No,Regular,Regular,No,325.16
20368,4,2,3020,2,2009,98029,No,No,Regular,Good,No,266.56
20369,4,3,3480,2,2015,98112,No,No,Regular,Good,No,517.24
20370,4,3,3330,1,2008,98103,No,No,Regular,Good,No,361.86
20371,4,2,3400,2,2006,98059,No,No,Regular,Good,No,219.12
20372,2,1,830,2,2005,98144,No,No,Regular,Regular,No,396.92
20373,5,3,3110,2,2007,98011,No,No,Regular,Regular,No,189.07
20374,3,2,1910,2,2014,98029,No,No,Regular,Regular,No,259.07
20375,3,2,3230,2,2014,98065,No,No,Regular,Good,No,183.27
20376,5,2,3380,2,2011,98059,No,No,Regular,Good,No,177.51
20377,3,2,2830,2,2012,98029,No,No,Regular,Regular,No,237.81
20378,5,3,3700,2,2014,98074,No,No,Regular,Good,No,240.53
20379,4,3,2520,2,2002,98065,No,No,Regular,Regular,No,198.41
20380,3,2,1530,2,2007,98107,No,No,Regular,Regular,No,326.8
20381,4,4,4420,2,2006,98027,No,No,Regular,Good,No,201.36
20382,3,3,1460,3,2006,98117,No,No,Regular,Regular,No,299.32
20383,3,2,1450,2,2006,98116,No,No,Regular,Regular,No,289.45
20384,3,2,1160,1,1930,98136,No,No,God,Regular,No,339.66
20385,3,2,1640,1,2010,98038,No,No,Regular,Regular,No,208.54
20386,3,1,1444,1,2008,98070,No,No,Regular,Regular,No,290.86
20387,3,2,1620,3,2008,98103,No,No,Regular,Regular,No,358.02
20388,2,1,1100,2,2007,98118,No,No,Regular,Regular,No,311.82
20389,2,1,1340,2,2008,98144,No,No,Regular,Regular,No,291.04
20390,3,1,1450,2,2011,98038,No,No,Regular,Regular,No,188.97
20391,4,2,3040,2,2008,98177,No,No,Regular,Good,No,230.26
20392,4,2,2560,2,2006,98136,No,No,Regular,Good,No,327.34
20393,6,3,2744,2,2006,98002,No,No,Regular,Regular,No,109.33
20394,3,2,1420,3,2008,98103,No,No,Regular,Regular,No,328.87
20395,2,1,700,1,1943,98108,No,No,Regular,Regular,No,564.29
20396,5,4,4110,2,2000,98023,No,No,Regular,Good,No,178.59
20397,5,2,2670,2,2013,98059,No,No,Regular,Regular,No,179.78
20398,3,2,2130,2,2010,98118,No,No,Regular,Good,No,253.05
20399,5,2,3078,2,2014,98042,No,No,Regular,Good,No,149.43
20400,2,1,840,2,2006,98136,No,No,Regular,Regular,No,364.88
20401,3,2,1800,2,2014,98065,No,No,Regular,Regular,No,226.93
20402,3,2,2580,2,2008,98059,No,No,Regular,Regular,No,169.38
20403,3,1,1270,2,2012,98108,No,No,Regular,Regular,No,126.61
20404,4,3,3065,3,2014,98056,No,No,Regular,Good,No,237.85
20405,3,2,1861,2,2007,98034,No,No,Regular,Regular,No,268.14
20406,4,2,2260,2,2014,98042,No,No,Regular,Regular,No,159.27
20407,5,3,4150,2,2013,98074,No,No,Regular,Good,No,223.86
20408,2,2,1500,2,2014,98107,No,No,Regular,Regular,No,353.3
20409,3,2,1620,2,2012,98027,No,No,Regular,Regular,No,284.57
20410,2,1,830,2,2005,98136,No,No,Regular,Regular,No,326.64
20411,4,2,3120,2,2003,98053,No,No,Regular,Regular,No,209.29
20412,3,2,1870,3,2007,98103,No,No,Regular,Regular,No,302.14
20413,3,2,1240,3,2014,98107,No,No,Regular,Regular,No,427.38
20414,4,2,2820,2,2007,98028,No,No,Regular,Good,No,207.45
20415,3,1,1630,3,2014,98103,No,No,Regular,Regular,No,373.62
20416,3,2,1584,2,2012,98002,No,No,Regular,Regular,No,168.56
20417,4,2,2840,2,2012,98028,No,No,Regular,Regular,No,196.13
20418,4,3,3910,2,2006,98065,No,No,Regular,Good,No,181.57
20419,3,2,1730,3,2011,98103,No,No,Regular,Good,No,361.27
20420,3,2,1840,2,2013,98027,No,No,Regular,Good,No,325.54
20421,4,3,4030,2,2008,98045,No,No,Regular,Good,No,228.29
20422,4,3,3440,3,2014,98112,No,No,Regular,Good,No,373.55
20423,4,2,2110,2,2012,98042,No,No,Regular,Regular,No,153.79
20424,3,2,2430,2,2009,98065,No,No,Regular,Regular,No,194.03
20425,4,3,4690,2,2007,98019,No,No,Regular,Good,No,216.42
20426,4,3,3500,2,2014,98006,No,No,Regular,Good,No,285.14
20427,4,2,2070,2,2006,98188,No,No,Regular,Regular,No,126.57
20428,4,3,3350,2,2009,98116,No,No,Regular,Regular,No,251.94
20429,4,2,2440,2,2013,98052,No,No,Regular,Regular,No,305.59
20430,5,3,3010,2,2008,98133,No,No,Regular,Good,No,219.25
20431,3,2,2060,2,2014,98038,No,No,Regular,Regular,No,165.04
20432,2,2,1570,2,2009,98106,No,No,Regular,Regular,No,224.52
20433,3,2,1580,2,2008,98112,No,No,Regular,Regular,No,332.28
20434,5,3,4280,2,2014,98075,No,No,Regular,Good,No,266.12
20435,5,3,2815,2,2011,98030,No,No,Regular,Good,No,174.42
20436,4,2,2620,2,2011,98029,No,No,Regular,Good,No,257.63
20437,3,2,1250,3,2007,98103,No,No,Regular,Regular,No,275.2
20438,4,2,3250,2,2008,98059,No,No,Regular,Regular,No,163.08
20439,4,3,2510,2,2003,98055,No,No,Regular,Good,No,115.74
20440,2,1,1270,2,2012,98108,No,No,Regular,Regular,No,263.78
20441,5,4,6670,2,2007,98004,No,No,Regular,Good,No,449.48
20442,3,2,1580,2,2013,98126,No,No,Regular,Regular,No,239.87
20443,3,1,1360,3,2008,98103,No,No,Regular,Regular,No,283.09
20444,4,2,2400,1,1962,98059,No,No,Regular,Regular,Yes,208.34
20445,3,3,1571,3,2008,98125,No,No,Regular,Regular,No,233.45
20446,2,2,1405,2,2007,98122,No,No,Regular,Regular,No,288.26
20447,3,1,1010,2,1971,98144,No,No,Regular,Regular,Yes,353.46
20448,2,2,1450,2,2006,98105,No,No,Regular,Regular,No,406.9
20449,3,1,1420,2,2014,98108,No,No,Regular,Regular,No,207.04
20450,4,2,2650,2,2013,98053,No,No,Regular,Regular,No,276.04
20451,5,2,3030,2,2014,98074,No,No,Regular,Good,No,276.31
20452,4,5,6530,2,2008,98014,No,No,Regular,Good,No,245.02
20453,3,2,2670,1,2013,98056,No,No,Regular,Good,No,299.18
20454,2,2,1170,2,2007,98103,No,No,Regular,Good,No,412.39
20455,4,2,3260,2,2007,98027,No,No,Regular,Good,No,251.53
20456,3,1,1480,3,2007,98125,No,No,Regular,Regular,No,215.54
20457,3,2,2700,2,2013,98056,No,No,Regular,Good,No,351.85
20458,4,3,4640,2,2007,98059,No,No,Regular,Good,No,273.17
20459,3,2,1601,3,2007,98125,No,No,Regular,Regular,No,236.1
20460,5,3,5350,1,2008,98004,No,Yes,Regular,Good,No,625.23
20461,3,2,2540,2,2011,98118,No,No,Regular,Regular,No,192.89
20462,2,1,1030,2,2006,98136,No,No,Regular,Regular,No,334.95
20463,3,2,2730,2,2012,98198,No,No,Regular,Regular,No,186.81
20464,4,2,3172,2,2014,98023,No,No,Regular,Regular,No,136.35
20465,4,2,3160,2,2006,98059,No,No,Regular,Good,No,205.7
20466,4,2,2850,2,2008,98033,No,No,Regular,Good,No,263.16
20467,4,3,2780,2,2014,98117,No,No,Regular,Regular,No,312.95
20468,4,3,3860,2,2014,98075,No,No,Regular,Good,No,233.16
20469,2,1,1180,2,2014,98102,No,No,Regular,Good,No,563.52
20470,3,2,1410,2,2004,98027,No,No,Regular,Regular,No,277.3
20471,4,3,6370,2,2008,98027,No,No,Regular,Good,No,282.57
20472,5,3,3223,2,2014,98042,No,No,Regular,Good,No,148.73
20473,4,3,2600,2,2011,98027,No,No,Regular,Regular,No,254.23
20474,3,3,1380,3,2006,98103,No,No,Regular,Regular,No,274.64
20475,3,2,1620,2,2010,98027,No,No,Regular,Regular,No,256.17
20476,3,3,1370,3,2007,98103,No,No,Regular,Regular,No,273.72
20477,3,2,1220,3,2007,98103,No,No,Regular,Regular,No,290.98
20478,3,2,1280,3,2009,98105,No,No,Regular,Regular,No,421.88
20479,2,1,770,2,2006,98116,No,No,Regular,Regular,No,376.62
20480,3,2,1210,3,2008,98103,No,No,Regular,Regular,No,413.22
20481,4,2,2890,2,2011,98038,No,No,Regular,Regular,No,143.94
20482,3,2,1580,2,2011,98126,No,No,Regular,Regular,No,221.46
20483,3,2,1530,2,2014,98122,No,No,Regular,Good,No,303.92
20484,4,2,3670,2,2007,98029,No,No,Regular,Good,No,258.86
20485,4,2,1850,2,2014,98126,No,No,Regular,Regular,No,268.54
20486,4,2,2440,2,2014,98133,No,No,Regular,Regular,No,278.69
20487,4,3,2190,2,2015,98122,No,No,Regular,Good,No,420.09
20488,5,4,4360,2,2015,98075,No,No,Regular,Good,No,295.87
20489,4,2,3990,2,2003,98053,No,No,Regular,Good,No,206.77
20490,3,2,1270,3,2007,98125,No,No,Regular,Regular,No,229.92
20491,4,2,3340,2,2009,98059,No,No,Regular,Regular,No,172.46
20492,2,2,1500,3,2008,98103,No,No,Regular,Regular,No,446.67
20493,4,3,3120,2,2008,98115,No,No,Regular,Good,No,305.45
20494,4,2,2480,2,2012,98038,No,No,Regular,Regular,No,160.89
20495,2,2,1110,3,2008,98136,No,No,Regular,Regular,No,359.46
20496,4,2,2760,2,2014,98075,No,No,Regular,Good,No,306.92
20497,3,2,1510,3,2014,98107,No,No,Regular,Regular,No,397.32
20498,3,2,1460,2,2007,98117,No,No,Regular,Regular,No,341.78
20499,4,2,3980,2,2006,98045,No,No,Regular,Good,No,190.95
20500,4,3,3320,2,2014,98004,No,No,Regular,Good,No,512.05
20501,4,3,3270,2,2014,98052,No,No,Regular,Good,No,316.17
20502,4,2,2670,2,2006,98059,No,No,Regular,Good,No,192.88
20503,3,2,1410,2,2004,98027,No,No,Regular,Regular,No,251.77
20504,4,2,2475,2,2014,98002,No,No,Regular,Regular,No,129.25
20505,3,3,1600,2,2006,98117,No,No,Regular,Regular,No,287.5
20506,2,1,1290,2,2008,98053,No,No,Regular,Regular,No,236.43
20507,3,2,1608,2,2012,98092,No,No,Regular,Regular,No,174.13
20508,2,2,1300,2,2011,98136,No,No,Regular,Regular,No,303.81
20509,4,3,2530,2,2014,98146,No,No,Regular,Regular,No,150.99
20510,3,2,1390,3,2008,98103,No,No,Regular,Regular,No,402.88
20511,3,2,1640,3,2014,98112,No,No,Regular,Regular,No,470.73
20512,4,2,2229,2,2012,98032,No,No,Regular,Regular,No,145.78
20513,3,2,1790,2,2010,98027,No,No,Regular,Regular,No,296.09
20514,3,2,990,2,2009,98105,No,No,Regular,Regular,No,387.88
20515,5,2,3240,2,2013,98056,No,No,Regular,Good,No,222.21
20516,2,2,1280,2,2006,98103,No,No,Regular,Regular,No,249.96
20517,3,2,1610,2,2006,98055,No,No,Regular,Regular,No,181.37
20518,6,3,3670,2,2008,98119,No,No,Regular,Good,No,408.72
20519,2,2,1150,3,2008,98103,No,No,Regular,Regular,No,369.57
20520,5,3,3760,2,2014,98034,No,No,Regular,Good,No,212.75
20521,2,2,1320,2,2014,98107,No,No,Regular,Regular,No,378.03
20522,4,2,2700,2,2012,98059,No,No,Regular,Good,No,211.85
20523,2,2,1480,3,2008,98122,No,No,Regular,Regular,No,310.14
20524,3,2,1410,3,2014,98116,No,No,Regular,Good,No,375.53
20525,4,2,3135,2,2005,98092,No,No,Regular,Good,No,119.46
20526,3,2,1480,2,2007,98102,No,No,Regular,Regular,No,394.59
20527,4,4,4020,2,2007,98004,No,No,Regular,Good,No,472.14
20528,2,2,1060,2,2006,98102,No,No,Regular,Regular,No,476.42
20529,2,2,1950,3,2009,98144,No,No,Regular,Regular,No,289.74
20530,4,2,3340,2,2011,98052,No,No,Regular,Good,No,239.22
20531,3,2,1570,2,2007,98199,No,No,Regular,Good,No,348.41
20532,3,2,1930,2,2014,98166,No,No,Regular,Regular,No,284.97
20533,3,2,1590,1,1996,98038,No,No,Regular,Regular,No,157.23
20534,4,4,3720,2,2014,98034,No,No,Regular,Good,No,258.06
20535,4,4,4470,2,2010,98199,No,Yes,Regular,Good,No,659.96
20536,2,1,1290,2,2005,98144,No,No,Regular,Regular,No,341.86
20537,3,2,1489,2,2012,98002,No,No,Regular,Regular,No,177.97
20538,3,2,2075,1,2012,98038,No,No,Regular,Regular,No,207.23
20539,3,2,1413,2,2011,98031,No,No,Regular,Regular,No,202.97
20540,3,2,1300,2,2008,98144,No,No,Regular,Regular,No,288.46
20541,3,3,1480,2,2013,98106,No,No,Regular,Regular,No,211.15
20542,4,2,3320,2,2012,98075,No,No,Regular,Good,No,256.02
20543,3,2,1530,2,2007,98177,No,No,Regular,Regular,No,255.23
20544,3,2,1180,3,2010,98119,No,No,Regular,Regular,No,385.59
20545,2,2,1190,2,2009,98107,No,No,Regular,Regular,No,382.35
20546,3,2,1300,3,2008,98103,No,No,Regular,Regular,No,396.15
20547,3,3,1710,2,2013,98126,No,No,Regular,Regular,No,211.99
20548,3,2,2390,2,2007,98058,No,No,Regular,Good,No,192.47
20549,4,3,3510,2,2010,98065,No,No,Regular,Regular,No,153.85
20550,3,1,1140,2,2014,98108,No,No,Regular,Regular,No,201.75
20551,2,2,1320,2,2007,98107,No,No,Regular,Regular,No,321.97
20552,5,3,2100,1,2007,98003,No,No,Regular,Regular,No,142.12
20553,4,2,2400,2,2004,98038,No,No,Regular,Regular,No,143.33
20554,3,2,1408,3,2005,98115,No,No,Regular,Regular,No,295.66
20555,4,2,2560,2,2013,98092,No,No,Regular,Regular,No,148.24
20556,2,2,1260,3,2005,98103,No,No,Regular,Regular,No,277.78
20557,2,1,1290,2,2014,98106,No,No,Regular,Regular,No,200.62
20558,4,2,2730,2,2008,98133,No,No,Regular,Regular,No,227.11
20559,2,2,1630,2,2009,98106,No,No,Regular,Regular,No,180.98
20560,4,2,3530,2,2014,98075,No,No,Regular,Good,No,257.5
20561,4,2,2714,2,2014,98031,No,No,Regular,Good,No,178.79
20562,3,2,1630,2,2005,98029,No,No,Regular,Regular,No,291.41
20563,5,3,5790,2,2014,98006,No,No,Regular,Good,No,214.23
20564,3,3,2230,2,2013,98027,No,No,Regular,Regular,No,284.75
20565,3,2,1380,2,2012,98126,No,No,Regular,Good,No,253.62
20566,3,3,1320,3,2010,98125,No,No,Regular,Regular,No,261.36
20567,2,2,1490,3,2014,98109,No,No,Regular,Good,No,469.8
20568,3,2,1280,2,2008,98107,No,No,Regular,Regular,No,382.81
20569,5,4,3870,2,2014,98052,No,No,Regular,Good,No,335.89
20570,2,2,1280,2,2009,98119,No,No,Regular,Regular,No,452.34
20571,3,1,1300,2,2007,98122,No,No,Regular,Regular,No,425.0
20572,4,2,2170,2,2012,98059,No,No,Regular,Regular,No,215.21
20573,4,2,1763,2,2012,98031,No,No,Regular,Regular,No,173.0
20574,2,1,1020,2,2004,98133,No,No,Regular,Regular,No,207.84
20575,4,2,1840,2,2010,98053,No,No,Regular,Regular,No,233.15
20576,3,2,1820,3,2014,98126,No,No,Regular,Good,No,263.71
20577,3,3,2670,2,2014,98117,No,No,Regular,Good,No,308.99
20578,6,6,6260,2,2007,98075,No,No,Regular,Good,No,188.5
20579,3,2,1400,2,2012,98042,No,No,Regular,Regular,No,178.57
20580,2,1,1160,2,1982,98034,No,No,Regular,Regular,No,249.14
20581,3,2,1400,2,2013,98146,No,No,Regular,Regular,No,189.29
20582,3,2,1232,3,2007,98125,No,No,Regular,Regular,No,279.22
20583,4,2,2700,2,1910,98116,No,No,God,Regular,No,277.41
20584,4,2,2550,2,2007,98065,No,No,Regular,Regular,No,192.94
20585,4,2,3260,2,2008,98059,No,No,Regular,Regular,No,169.48
20586,2,2,1680,2,2014,98102,No,No,Regular,Regular,No,388.99
20587,4,3,2630,2,2006,98117,No,No,Regular,Good,No,325.1
20588,3,1,1260,2,1999,98006,No,No,Regular,Regular,No,264.29
20589,4,2,2550,2,2009,98059,No,No,Regular,Regular,No,162.75
20590,4,3,3450,2,2008,98178,No,No,Regular,Regular,No,128.99
20591,3,2,1550,2,2009,98002,No,No,Regular,Regular,No,176.45
20592,4,2,4150,2,2014,98075,No,No,Regular,Good,No,233.73
20593,5,3,3900,2,2014,98107,No,No,Regular,Good,No,307.69
20594,3,3,1550,3,2006,98115,No,No,Regular,Regular,No,277.42
20595,4,2,2130,2,2014,98146,No,No,Regular,Regular,No,184.04
20596,4,2,2890,2,2005,98006,No,No,Regular,Good,No,275.09
20597,3,2,1220,2,2008,98117,No,No,Regular,Regular,No,374.59
20598,4,2,2502,2,2013,98001,No,No,Regular,Good,No,181.06
20599,3,2,1340,3,2008,98103,No,No,Regular,Regular,No,280.6
20600,4,2,2350,2,2014,98059,No,No,Regular,Regular,No,200.0
20601,3,2,1810,2,2008,98053,No,No,Regular,Regular,No,298.34
20602,4,2,3310,2,2012,98065,No,No,Regular,Regular,No,167.67
20603,3,2,1620,1,2006,98118,No,No,Regular,Regular,No,274.69
20604,2,2,1070,2,2008,98106,No,No,Regular,Good,No,240.14
20605,4,2,2230,2,2011,98002,No,No,Regular,Regular,No,133.18
20606,4,2,1970,2,2005,98038,No,No,Regular,Regular,No,162.44
20607,5,4,4600,2,2006,98065,No,No,Regular,Good,No,175.0
20608,4,2,3110,2,2014,98052,No,No,Regular,Good,No,257.23
20609,4,2,3490,2,2007,98072,No,No,Regular,Good,No,194.84
20610,3,2,1600,2,2007,98108,No,No,Regular,Regular,No,246.88
20611,3,2,1960,2,2010,98117,No,No,Regular,Regular,No,373.47
20613,2,2,1000,2,2004,98118,No,No,Regular,Regular,No,220.0
20614,2,2,1500,3,1999,98133,No,No,Regular,Regular,No,205.75
20615,3,2,2424,2,2014,98042,No,No,Regular,Good,No,154.7
20616,4,2,2303,2,2006,98092,No,No,Regular,Regular,No,130.26
20617,3,2,1880,2,2009,98042,No,No,Regular,Regular,No,151.06
20618,2,2,1210,2,2014,98112,No,No,Regular,Regular,No,504.13
20619,4,3,3720,2,2012,98053,No,No,Regular,Good,No,256.72
20620,4,2,3610,2,2014,98033,No,No,Regular,Good,No,272.02
20621,3,1,1360,3,2008,98103,No,No,Regular,Regular,No,263.97
20622,5,2,2590,2,2014,98052,No,No,Regular,Regular,No,300.92
20623,5,3,4390,2,2007,98040,No,No,Regular,Good,No,343.96
20624,3,3,2290,2,2014,98027,No,No,Regular,Regular,No,277.29
20625,4,3,3880,2,2007,98029,No,No,Regular,Good,No,273.2
20626,3,2,1350,3,2006,98136,No,No,Regular,Regular,No,288.52
20627,5,2,2170,2,2014,98106,No,No,Regular,Regular,No,165.81
20628,3,3,1296,3,2009,98125,No,No,Regular,Regular,No,308.6
20629,3,3,1530,2,2013,98106,No,No,Regular,Regular,No,209.15
20630,3,2,1489,2,2014,98002,No,No,Regular,Regular,No,171.86
20631,4,2,2130,2,2014,98146,No,No,Regular,Regular,No,178.4
20632,3,2,1430,2,2009,98119,No,No,Regular,Good,No,405.59
20633,5,3,2380,1,2008,98106,No,No,Regular,Regular,No,228.99
20634,3,2,1420,2,2008,98136,No,No,Regular,Regular,No,317.82
20635,4,3,3450,2,2014,98074,No,No,Regular,Good,No,247.21
20636,4,2,1914,2,2009,98055,No,No,Regular,Regular,No,159.35
20637,2,1,988,3,2007,98125,No,No,Regular,Regular,No,298.58
20638,3,2,1584,2,2012,98002,No,No,Regular,Regular,No,164.77
20639,4,2,2630,2,2001,98065,No,No,Regular,Regular,No,212.93
20640,4,3,3520,2,2012,98053,No,No,Regular,Good,No,225.85
20641,4,2,2380,2,2006,98038,No,No,Regular,Regular,No,161.74
20642,3,1,1410,3,2012,98103,No,No,Regular,Regular,No,354.61
20643,4,3,3220,2,2013,98065,No,No,Regular,Good,No,198.76
20644,4,3,3266,2,2014,98023,No,No,Regular,Regular,No,127.99
20645,3,2,2550,2,2007,98115,No,No,Regular,Good,No,313.33
20646,4,3,3828,2,2014,98001,No,No,Regular,Good,No,144.44
20647,3,2,1670,3,2014,98136,No,No,Regular,Regular,No,323.32
20648,4,2,3056,2,2014,98001,No,No,Regular,Good,No,171.54
20649,2,1,1000,3,2005,98115,No,No,Regular,Regular,No,424.95
20650,3,3,1530,2,2007,98117,No,No,Regular,Regular,No,366.01
20651,5,3,3490,2,2009,98011,No,No,Regular,Good,No,204.87
20652,5,2,2760,2,2006,98108,No,No,Regular,Regular,No,108.7
20653,3,2,1440,2,2005,98029,No,No,Regular,Regular,No,281.25
20654,3,3,1370,3,2009,98133,No,No,Regular,Regular,No,238.69
20655,6,4,3180,2,2014,98074,No,No,Regular,Good,No,270.42
20656,4,3,2720,2,2008,98133,No,No,Regular,Good,No,205.88
20657,3,2,1800,2,2011,98126,No,No,Regular,Regular,No,211.06
20658,3,2,3220,2,2008,98059,No,No,Regular,Good,No,194.1
20659,3,2,2370,2,2014,98038,No,No,Regular,Regular,No,167.97
20660,3,2,1410,2,2007,98106,No,No,Regular,Regular,No,223.4
20661,4,3,3640,2,2014,98052,No,No,Regular,Good,No,257.97
20662,3,2,1920,2,2003,98052,No,No,Regular,Good,No,351.04
20663,4,2,2267,2,2014,98092,No,No,Regular,Regular,No,134.98
20664,5,4,5780,2,2006,98040,No,No,Regular,Good,No,401.56
20665,2,1,1131,3,2011,98115,No,No,Regular,Regular,No,349.2
20666,3,3,2940,2,2014,98075,No,No,Regular,Good,No,310.94
20667,3,2,2180,2,2010,98011,No,No,Regular,Regular,No,227.52
20668,3,2,1400,2,2009,98144,No,No,Regular,Regular,No,307.21
20670,4,2,2680,2,2013,98045,No,No,Regular,Regular,No,187.31
20671,3,2,1300,2,2005,98118,No,No,Regular,Regular,No,238.46
20672,4,3,2796,2,2013,98001,No,No,Regular,Regular,No,125.16
20673,2,1,1460,2,2008,98103,No,No,Regular,Regular,No,428.08
20674,4,3,4210,2,2014,98075,No,No,Regular,Good,No,250.52
20675,4,2,2330,2,2005,98029,No,No,Regular,Good,No,291.85
20676,4,3,3930,2,2013,98027,No,Yes,Regular,Good,No,210.93
20677,3,2,1608,2,2014,98092,No,No,Regular,Regular,No,170.99
20678,2,2,1610,2,1979,98056,No,No,God,Regular,No,181.99
20679,4,3,3200,2,2007,98029,No,No,Regular,Good,No,248.44
20680,4,2,1710,2,2014,98002,No,No,Regular,Regular,No,165.44
20681,5,3,3050,2,2014,98033,No,No,Regular,Good,No,298.34
20682,4,3,3560,2,2014,98074,No,No,Regular,Good,No,259.2
20683,4,2,2650,2,2006,98001,No,No,Regular,Good,No,160.0
20684,3,2,3490,2,2009,98059,No,No,Regular,Regular,No,180.52
20685,4,3,4140,2,2007,98011,No,No,Regular,Good,No,195.65
20686,3,2,1670,1,2014,98022,No,No,Regular,Regular,No,153.71
20687,3,2,1720,2,2010,98053,No,No,Regular,Regular,No,224.64
20688,2,2,1510,1,2010,98053,No,No,Regular,Regular,No,321.19
20689,3,2,1450,2,2010,98038,No,No,Regular,Regular,No,189.66
20690,4,2,1812,2,2011,98055,No,No,Regular,Regular,No,204.19
20691,2,2,1060,2,2005,98102,No,No,Regular,Regular,No,471.65
20692,3,2,1600,3,2009,98144,No,No,Regular,Regular,No,313.75
20693,3,3,1530,2,2005,98122,No,No,Regular,Regular,No,427.45
20694,4,2,2070,3,2013,98116,No,No,Regular,Good,No,277.78
20695,4,2,3630,2,2008,98188,No,No,Regular,Good,No,137.74
20696,3,2,2140,2,2005,98027,No,No,Regular,Regular,No,258.88
20697,4,1,2010,1,1960,98059,No,No,God,Regular,No,179.1
20698,4,2,2630,2,2015,98028,No,No,Regular,Regular,No,235.74
20699,4,2,2233,2,2012,98001,No,No,Regular,Regular,No,142.19
